Id,c_l4,g_l4
1577,4.5,9362
1578,4.5,9362
1579,4.5,1580
1580,4.5,1580
1581,4.5,85
1582,4.5,1583
1583,4.5,1583
1584,4.5,1584
1585,4.5,12861
1586,4.5,1586
1587,4.5,1587
1588,4.5,1588
1589,4.5,2943
1590,4.5,5374
1591,4.5,5926
1592,4.5,1592
1593,4.5,1592
1594,4.5,457
1595,4.5,1595
1596,4.5,1596
1597,4.5,1596
1598,4.5,1598
1599,4.5,1598
1600,4.5,85
1601,4.5,1601
1602,4.5,796
1603,4.5,1603
1604,4.5,1603
1605,4.5,4153
1606,4.5,2943
1607,4.5,1608
1608,4.5,1607
1609,4.5,1609
1610,4.5,13107
1611,4.5,1063
1612,4.5,1612
1613,4.5,5240
1614,4.5,7645
1615,4.5,70
1616,4.5,1616
1617,4.5,2775
1618,4.5,1618
1619,4.5,1618
1620,4.5,3141
1621,4.5,690
1622,4.5,1623
1623,4.5,1622
1624,4.5,1624
1625,4.5,124
1626,4.5,1122
1627,4.5,5926
1628,4.5,5343
1629,4.5,1457
1630,4.5,1630
1631,4.5,474
1632,4.5,425
1633,4.5,796
1634,4.5,1063
1635,4.5,14341
1636,4.5,14341
1637,4.5,1637
1638,4.5,695
1639,4.5,3967
1640,4.5,2169
1641,4.5,1662
1642,4.5,70
1643,4.5,1210
1644,4.5,2421
1645,4.5,3141
1646,4.5,910
1647,4.5,695
1648,4.5,910
1649,4.5,85
1650,4.5,1063
1651,4.5,5374
1652,4.5,982
1653,4.5,728
1654,4.5,796
1655,4.5,1656
1656,4.5,1656
1657,4.5,3141
1658,4.5,415
1659,4.5,13021
1660,4.5,2421
1661,4.5,1063
1662,4.5,711
1663,4.5,425
1664,4.5,425
1665,4.5,1457
1666,4.5,3141
1667,4.5,212
1668,4.5,1668
1669,4.5,5374
1670,4.5,1
1671,4.5,3966
1672,4.5,812
1673,4.5,21147
1674,4.5,21147
1675,4.5,1675
1676,4.5,1676
1677,4.5,36
1678,4.5,5081
1679,4.5,5081
1680,4.5,5240
1681,4.5,212
1682,4.5,425
1683,4.5,1602
1684,4.5,15775
1685,4.5,425
1686,4.5,85
1687,4.5,910
1688,4.5,882
1689,4.5,1689
1690,4.5,1689
1691,4.5,487
1692,4.5,812
1693,4.5,1693
1694,4.5,1694
1695,4.5,415
1696,4.5,10427
1697,4.5,457
1698,4.5,882
1699,4.5,425
1700,4.5,5926
1701,4.5,3141
1702,4.5,1248
1703,4.5,2421
1704,4.5,212
1705,4.5,1705
1706,4.5,4602
1707,4.5,425
1708,4.5,1708
1709,4.5,19143
1710,4.5,85
1711,4.5,1237
1712,4.5,1712
1713,4.5,1713
1714,4.5,957
1715,4.5,957
1716,4.5,8127
1717,4.5,2943
1718,4.5,1718
1719,4.5,1122
1720,4.5,910
1721,4.5,2421
1722,4.5,1063
1723,4.5,1723
1724,4.5,1
1725,4.5,1602
1726,4.5,1726
1727,4.5,957
1728,4.5,910
1729,4.5,1457
1730,4.5,2421
1731,4.5,1731
1732,4.5,957
1733,4.5,425
1734,4.5,302
1735,4.5,1735
1736,4.5,1736
1737,4.5,1122
1738,4.5,1738
1739,4.5,1122
1740,4.5,212
1741,4.5,212
1742,4.5,425
1743,4.5,10747
1744,4.5,10747
1745,4.5,1602
1746,4.5,1746
1747,4.5,1747
1748,4.5,1748
1749,4.5,3679
1750,4.5,133
1751,4.5,9727
1752,4.5,212
1753,4.5,556
1754,4.5,1270
1755,4.5,25283
1756,4.5,3141
1757,4.5,415
1758,4.5,415
1759,4.5,1759
1760,4.5,728
1761,4.5,46077
1762,4.5,46077
1763,4.5,6814
1764,4.5,882
1765,4.5,882
1766,4.5,1766
1767,4.5,1766
1768,4.5,1768
1769,4.5,1768
1770,4.5,812
1771,4.5,10427
1772,4.5,1771
1773,4.5,425
1774,4.5,1774
1775,4.5,1774
1776,4.5,3966
1777,4.5,3966
1778,4.5,85
1779,4.5,5215
1780,4.5,5215
1781,4.5,1248
1782,4.5,1782
1783,4.5,1783
1784,4.5,10703
1785,4.5,1785
1786,4.5,796
1787,4.5,775
1788,4.5,15775
1789,4.5,2421
1790,4.5,85
1791,4.5,1602
1792,4.5,3845
1793,4.5,2421
1794,4.5,1602
1795,4.5,1602
1796,4.5,27797
1797,4.5,812
1798,4.5,3383
1799,4.5,212
1800,4.5,2421
1801,4.5,507
1802,4.5,538
1803,4.5,20
1804,4.5,1804
1805,4.5,1
1806,4.5,425
1807,4.5,1122
1808,4.5,1122
1809,4.5,1887
1810,4.5,507
1811,4.5,1811
1812,4.5,1812
1813,4.5,556
1814,4.5,556
1815,4.5,695
1816,4.5,1816
1817,4.5,70
1818,4.5,695
1819,4.5,895
1820,4.5,1122
1821,4.5,32700
1822,4.5,7187
1823,4.5,7187
1824,4.5,7645
1825,4.5,1596
1826,4.5,1602
1827,4.5,425
1828,4.5,957
1829,4.5,2655
1830,4.5,1830
1831,4.5,1602
1832,4.5,1832
1833,4.5,25578
1834,4.5,3966
1835,4.5,1
1836,4.5,2041
1837,4.5,775
1838,4.5,1063
1839,4.5,5926
1840,4.5,1841
1841,4.5,1840
1842,4.5,1842
1843,4.5,5926
1844,4.5,839
1845,4.5,2875
1846,4.5,425
1847,4.5,177
1848,4.5,76
1849,4.5,8127
1850,4.5,22395
1851,4.5,18206
1852,4.5,85
1853,4.5,85
1854,4.5,1391
1855,4.5,1854
1856,4.5,1248
1857,4.5,3101
1858,4.5,957
1859,4.5,1859
1860,4.5,1860
1861,4.5,1860
1862,4.5,882
1863,4.5,70
1864,4.5,1248
1865,4.5,1421
1866,4.5,14490
1867,4.5,1237
1868,4.5,1869
1869,4.5,1248
1870,4.5,882
1871,4.5,882
1872,4.5,1217
1873,4.5,1217
1874,4.5,1874
1875,4.5,1122
1876,4.5,20
1877,4.5,1877
1878,4.5,796
1879,4.5,150
1880,4.5,1880
1881,4.5,212
1882,4.5,812
1883,4.5,425
1884,4.5,780
1885,4.5,1886
1886,4.5,1063
1887,4.5,212
1888,4.5,882
1889,4.5,1113
1890,4.5,910
1891,4.5,910
1892,4.5,341
1893,4.5,3462
1894,4.5,1895
1895,4.5,5086
1896,4.5,1896
1897,4.5,812
1898,4.5,882
1899,4.5,695
1900,4.5,796
1901,4.5,425
1902,4.5,1902
1903,4.5,425
1904,4.5,2421
1905,4.5,27069
1906,4.5,1751
1907,4.5,1457
1908,4.5,1248
1909,4.5,76
1910,4.5,13107
1911,4.5,1457
1912,4.5,796
1913,4.5,1913
1914,4.5,369
1915,4.5,5985
1916,4.5,425
1917,4.5,796
1918,4.5,796
1919,4.5,1919
1920,4.5,1122
1921,4.5,775
1922,4.5,1922
1923,4.5,19445
1924,4.5,1924
1925,4.5,1122
1926,4.5,507
1927,4.5,212
1928,4.5,2421
1929,4.5,1248
1930,4.5,1602
1931,4.5,16278
1932,4.5,150
1933,4.5,12541
1934,4.5,1934
1935,4.5,4227
1936,4.5,5343
1937,4.5,1937
1938,4.5,1937
1939,4.5,361
1940,4.5,505
1941,4.5,1248
1942,4.5,1248
1943,4.5,5926
1944,4.5,1944
1945,4.5,695
1946,4.5,6674
1947,4.5,2036
1948,4.5,1589
1949,4.5,24593
1950,4.5,1598
1951,4.5,796
1952,4.5,5003
1953,4.5,3141
1954,4.5,982
1955,4.5,982
1956,4.5,653
1957,4.5,653
1958,4.5,812
1959,4.5,695
1960,4.5,1625
1961,4.5,4351
1962,4.5,775
1963,4.5,2421
1964,4.5,1552
1965,4.5,425
1966,4.5,882
1967,4.5,556
1968,4.5,910
1969,4.5,212
1970,4.5,957
1971,4.5,1971
1972,4.5,1971
1973,4.5,474
1974,4.5,910
1975,4.5,212
1976,4.5,212
1977,4.5,957
1978,4.5,212
1979,4.5,212
1980,4.5,1980
1981,4.5,150
1982,4.5,1982
1983,4.5,341
1984,4.5,1
1985,4.5,1985
1986,4.5,1986
1987,4.5,85
1988,4.5,1988
1989,4.5,1132
1990,4.5,1990
1991,4.5,1991
1992,4.5,1992
1993,4.5,1993
1994,4.5,19358
1995,4.5,2259
1996,4.5,1217
1997,4.5,146
1998,4.5,1998
1999,4.5,1999
2000,4.5,126
2001,4.5,2001
2002,4.5,507
2003,4.5,3230
2004,4.5,2719
2005,4.5,2943
2006,4.5,556
2007,4.5,2006
2008,4.5,2008
2009,4.5,2008
2010,4.5,2011
2011,4.5,15775
2012,4.5,1565
2013,4.5,3141
2014,4.5,882
2015,4.5,14903
2016,4.5,2357
2017,4.5,889
2018,4.5,3391
2019,4.5,170
2020,4.5,1552
2021,4.5,425
2022,4.5,415
2023,4.5,910
2024,4.5,212
2025,4.5,66
2026,4.5,9477
2027,4.5,2027
2028,4.5,1457
2029,4.5,7645
2030,4.5,1
2031,4.5,2031
2032,4.5,457
2033,4.5,882
2034,4.5,3303
2035,4.5,12891
2036,4.5,695
2037,4.5,882
2038,4.5,1602
2039,4.5,957
2040,4.5,2421
2041,4.5,2041
2042,4.5,2043
2043,4.5,2043
2044,4.5,695
2045,4.5,2045
2046,4.5,505
2047,4.5,910
2048,4.5,1602
2049,4.5,2049
2050,4.5,70
2051,4.5,839
2052,4.5,2052
2053,4.5,2053
2054,4.5,2054
2055,4.5,425
2056,4.5,415
2057,4.5,2057
2058,4.5,522
2059,4.5,2059
2060,4.5,1217
2061,4.5,1217
2062,4.5,400
2063,4.5,2421
2064,4.5,150
2065,4.5,796
2066,4.5,507
2067,4.5,1248
2068,4.5,991
2069,4.5,1248
2070,4.5,16639
2071,4.5,20
2072,4.5,1
2073,4.5,157
2074,4.5,2074
2075,4.5,2075
2076,4.5,3141
2077,4.5,2077
2078,4.5,812
2079,4.5,2078
2080,4.5,2775
2081,4.5,2081
2082,4.5,2719
2083,4.5,4087
2084,4.5,212
2085,4.5,425
2086,4.5,2086
2087,4.5,2719
2088,4.5,2719
2089,4.5,2089
2090,4.5,2089
2091,4.5,2421
2092,4.5,16639
2093,4.5,2093
2094,4.5,5926
2095,4.5,1457
2096,4.5,4459
2097,4.5,18
2098,4.5,796
2099,4.5,1122
2100,4.5,7961
2101,4.5,12861
2102,4.5,2102
2103,4.5,2103
2104,4.5,796
2105,4.5,17086
2106,4.5,1602
2107,4.5,2107
2108,4.5,5926
2109,4.5,2421
2110,4.5,957
2111,4.5,7645
2112,4.5,2112
2113,4.5,957
2114,4.5,1457
2115,4.5,3141
2116,4.5,1063
2117,4.5,2117
2118,4.5,695
2119,4.5,711
2120,4.5,711
2121,4.5,882
2122,4.5,775
2123,4.5,695
2124,4.5,1477
2125,4.5,421
2126,4.5,2126
2127,4.5,2382
2128,4.5,2382
2129,4.5,695
2130,4.5,882
2131,4.5,3450
2132,4.5,3141
2133,4.5,1248
2134,4.5,1237
2135,4.5,2135
2136,4.5,212
2137,4.5,1602
2138,4.5,5926
2139,4.5,36
2140,4.5,2140
2141,4.5,2421
2142,4.5,1596
2143,4.5,2143
2144,4.5,2144
2145,4.5,507
2146,4.5,695
2147,4.5,2148
2148,4.5,2147
2149,4.5,2149
2150,4.5,3967
2151,4.5,5343
2152,4.5,3141
2153,4.5,212
2154,4.5,2155
2155,4.5,2155
2156,4.5,6031
2157,4.5,4440
2158,4.5,2421
2159,4.5,695
2160,4.5,728
2161,4.5,2161
2162,4.5,2161
2163,4.5,415
2164,4.5,415
2165,4.5,7645
2166,4.5,2166
2167,4.5,76
2168,4.5,2168
2169,4.5,540
2170,4.5,20
2171,4.5,2171
2172,4.5,1887
2173,4.5,1602
2174,4.5,76
2175,4.5,2175
2176,4.5,910
2177,4.5,89
2178,4.5,66
2179,4.5,2179
2180,4.5,910
2181,4.5,150
2182,4.5,1603
2183,4.5,3141
2184,4.5,2184
2185,4.5,1602
2186,4.5,2234
2187,4.5,2186
2188,4.5,212
2189,4.5,212
2190,4.5,1248
2191,4.5,5926
2192,4.5,3141
2193,4.5,1237
2194,4.5,12891
2195,4.5,1333
2196,4.5,991
2197,4.5,695
2198,4.5,1063
2199,4.5,2421
2200,4.5,2421
2201,4.5,13754
2202,4.5,2359
2203,4.5,7058
2204,4.5,1307
2205,4.5,695
2206,4.5,3820
2207,4.5,1602
2208,4.5,1122
2209,4.5,1122
2210,4.5,1
2211,4.5,2525
2212,4.5,3957
2213,4.5,2213
2214,4.5,2213
2215,4.5,695
2216,4.5,2217
2217,4.5,2217
2218,4.5,36
2219,4.5,2219
2220,4.5,2221
2221,4.5,4351
2222,4.5,2222
2223,4.5,2222
2224,4.5,150
2225,4.5,36062
2226,4.5,2226
2227,4.5,2227
2228,4.5,2943
2229,4.5,2229
2230,4.5,2559
2231,4.5,4806
2232,4.5,1457
2233,4.5,2234
2234,4.5,2234
2235,4.5,882
2236,4.5,1122
2237,4.5,3141
2238,4.5,425
2239,4.5,8177
2240,4.5,212
2241,4.5,13107
2242,4.5,1457
2243,4.5,2243
2244,4.5,2244
2245,4.5,2775
2246,4.5,2775
2247,4.5,3141
2248,4.5,2248
2249,4.5,2249
2250,4.5,1602
2251,4.5,2251
2252,4.5,2251
2253,4.5,150
2254,4.5,799
2255,4.5,882
2256,4.5,85
2257,4.5,2421
2258,4.5,2421
2259,4.5,695
2260,4.5,2260
2261,4.5,2261
2262,4.5,695
2263,4.5,1602
2264,4.5,1602
2265,4.5,910
2266,4.5,6814
2267,4.5,351
2268,4.5,425
2269,4.5,425
2270,4.5,1248
2271,4.5,212
2272,4.5,2272
2273,4.5,2273
2274,4.5,2274
2275,4.5,812
2276,4.5,5926
2277,4.5,38
2278,4.5,2278
2279,4.5,13291
2280,4.5,13291
2281,4.5,2281
2282,4.5,41772
2283,4.5,2283
2284,4.5,2283
2285,4.5,2285
2286,4.5,1971
2287,4.5,2287
2288,4.5,2287
2289,4.5,66
2290,4.5,2290
2291,4.5,2291
2292,4.5,2292
2293,4.5,695
2294,4.5,1063
2295,4.5,1063
2296,4.5,15865
2297,4.5,1951
2298,4.5,2298
2299,4.5,1457
2300,4.5,1063
2301,4.5,2302
2302,4.5,2302
2303,4.5,85
2304,4.5,889
2305,4.5,695
2306,4.5,1
2307,4.5,1063
2308,4.5,3391
2309,4.5,15775
2310,4.5,15775
2311,4.5,910
2312,4.5,10967
2313,4.5,1495
2314,4.5,425
2315,4.5,2315
2316,4.5,302
2317,4.5,3141
2318,4.5,796
2319,4.5,882
2320,4.5,2319
2321,4.5,2321
2322,4.5,415
2323,4.5,695
2324,4.5,1602
2325,4.5,2325
2326,4.5,2326
2327,4.5,2327
2328,4.5,507
2329,4.5,1602
2330,4.5,2330
2331,4.5,2330
2332,4.5,695
2333,4.5,2333
2334,4.5,695
2335,4.5,10427
2336,4.5,3271
2337,4.5,812
2338,4.5,170
2339,4.5,910
2340,4.5,2340
2341,4.5,12780
2342,4.5,21234
2343,4.5,711
2344,4.5,9727
2345,4.5,9727
2346,4.5,38
2347,4.5,2217
2348,4.5,1565
2349,4.5,2349
2350,4.5,882
2351,4.5,556
2352,4.5,1063
2353,4.5,1981
2354,4.5,2354
2355,4.5,796
2356,4.5,6636
2357,4.5,1457
2358,4.5,2421
2359,4.5,12447
2360,4.5,2359
2361,4.5,15
2362,4.5,2362
2363,4.5,1
2364,4.5,212
2365,4.5,695
2366,4.5,653
2367,4.5,10526
2368,4.5,2368
2369,4.5,2369
2370,4.5,2421
2371,4.5,5926
2372,4.5,2372
2373,4.5,2372
2374,4.5,1457
2375,4.5,1229
2376,4.5,15775
2377,4.5,1596
2378,4.5,2378
2379,4.5,2378
2380,4.5,85
2381,4.5,425
2382,4.5,2382
2383,4.5,2382
2384,4.5,3141
2385,4.5,2385
2386,4.5,839
2387,4.5,212
2388,4.5,9727
2389,4.5,212
2390,4.5,66
2391,4.5,2421
2392,4.5,1248
2393,4.5,1248
2394,4.5,695
2395,4.5,85
2396,4.5,5246
2397,4.5,2398
2398,4.5,2398
2399,4.5,70
2400,4.5,796
2401,4.5,2401
2402,4.5,2279
2403,4.5,302
2404,4.5,522
2405,4.5,1248
2406,4.5,24478
2407,4.5,1
2408,4.5,2408
2409,4.5,695
2410,4.5,13927
2411,4.5,76
2412,4.5,653
2413,4.5,7
2414,4.5,1
2415,4.5,796
2416,4.5,2416
2417,4.5,796
2418,4.5,20
2419,4.5,1063
2420,4.5,421
2421,4.5,212
2422,4.5,425
2423,4.5,4572
2424,4.5,957
2425,4.5,170
2426,4.5,18206
2427,4.5,1602
2428,4.5,839
2429,4.5,839
2430,4.5,2430
2431,4.5,421
2432,4.5,2432
2433,4.5,425
2434,4.5,425
2435,4.5,85
2436,4.5,2437
2437,4.5,2436
2438,4.5,425
2439,4.5,2439
2440,4.5,20
2441,4.5,1248
2442,4.5,425
2443,4.5,2421
2444,4.5,1248
2445,4.5,85
2446,4.5,1
2447,4.5,780
2448,4.5,1503
2449,4.5,1503
2450,4.5,2450
2451,4.5,1
2452,4.5,2452
2453,4.5,1237
2454,4.5,1602
2455,4.5,2455
2456,4.5,4351
2457,4.5,653
2458,4.5,1122
2459,4.5,882
2460,4.5,1248
2461,4.5,415
2462,4.5,2461
2463,4.5,3141
2464,4.5,2463
2465,4.5,415
2466,4.5,8825
2467,4.5,3141
2468,4.5,1248
2469,4.5,910
2470,4.5,2470
2471,4.5,18551
2472,4.5,85
2473,4.5,695
2474,4.5,695
2475,4.5,170
2476,4.5,1565
2477,4.5,212
2478,4.5,1552
2479,4.5,36919
2480,4.5,812
2481,4.5,1333
2482,4.5,2482
2483,4.5,1457
2484,4.5,1248
2485,4.5,2421
2486,4.5,20
2487,4.5,910
2488,4.5,1
2489,4.5,89
2490,4.5,2490
2491,4.5,507
2492,4.5,1063
2493,4.5,695
2494,4.5,425
2495,4.5,2098
2496,4.5,3141
2497,4.5,695
2498,4.5,2498
2499,4.5,2499
2500,4.5,2499
2501,4.5,812
2502,4.5,910
2503,4.5,32116
2504,4.5,32116
2505,4.5,1063
2506,4.5,85
2507,4.5,1457
2508,4.5,474
2509,4.5,24287
2510,4.5,5269
2511,4.5,2511
2512,4.5,457
2513,4.5,76
2514,4.5,425
2515,4.5,2515
2516,4.5,910
2517,4.5,1602
2518,4.5,2518
2519,4.5,7645
2520,4.5,7645
2521,4.5,2521
2522,4.5,2521
2523,4.5,775
2524,4.5,2525
2525,4.5,425
2526,4.5,1602
2527,4.5,2421
2528,4.5,1457
2529,4.5,882
2530,4.5,3141
2531,4.5,2421
2532,4.5,1525
2533,4.5,1063
2534,4.5,910
2535,4.5,2535
2536,4.5,1602
2537,4.5,4237
2538,4.5,957
2539,4.5,1
2540,4.5,5926
2541,4.5,1565
2542,4.5,76
2543,4.5,1887
2544,4.5,2544
2545,4.5,2545
2546,4.5,1602
2547,4.5,1248
2548,4.5,1552
2549,4.5,823
2550,4.5,1602
2551,4.5,487
2552,4.5,2421
2553,4.5,2246
2554,4.5,151
2555,4.5,151
2556,4.5,66
2557,4.5,3141
2558,4.5,653
2559,4.5,910
2560,4.5,910
2561,4.5,2421
2562,4.5,1217
2563,4.5,695
2564,4.5,425
2565,4.5,556
2566,4.5,5926
2567,4.5,212
2568,4.5,2568
2569,4.5,796
2570,4.5,425
2571,4.5,3230
2572,4.5,855
2573,4.5,18013
2574,4.5,14909
2575,4.5,1063
2576,4.5,1248
2577,4.5,2577
2578,4.5,910
2579,4.5,170
2580,4.5,170
2581,4.5,1602
2582,4.5,250
2583,4.5,653
2584,4.5,2584
2585,4.5,695
2586,4.5,2586
2587,4.5,23031
2588,4.5,1859
2589,4.5,212
2590,4.5,957
2591,4.5,2591
2592,4.5,2592
2593,4.5,1248
2594,4.5,425
2595,4.5,421
2596,4.5,27
2597,4.5,19620
2598,4.5,150
2599,4.5,5246
2600,4.5,4237
2601,4.5,687
2602,4.5,1343
2603,4.5,6334
2604,4.5,957
2605,4.5,2606
2606,4.5,2606
2607,4.5,2421
2608,4.5,1566
2609,4.5,3141
2610,4.5,19527
2611,4.5,7645
2612,4.5,2612
2613,4.5,2613
2614,4.5,425
2615,4.5,2615
2616,4.5,2616
2617,4.5,20
2618,4.5,796
2619,4.5,796
2620,4.5,1887
2621,4.5,487
2622,4.5,2622
2623,4.5,2624
2624,4.5,2624
2625,4.5,7645
2626,4.5,13855
2627,4.5,212
2628,4.5,2628
2629,4.5,2846
2630,4.5,3141
2631,4.5,695
2632,4.5,695
2633,4.5,85
2634,4.5,11403
2635,4.5,11403
2636,4.5,425
2637,4.5,5926
2638,4.5,3141
2639,4.5,796
2640,4.5,1596
2641,4.5,2499
2642,4.5,2499
2643,4.5,1565
2644,4.5,1457
2645,4.5,76
2646,4.5,882
2647,4.5,882
2648,4.5,20
2649,4.5,7645
2650,4.5,796
2651,4.5,522
2652,4.5,425
2653,4.5,150
2654,4.5,2655
2655,4.5,2655
2656,4.5,310
2657,4.5,796
2658,4.5,1063
2659,4.5,3660
2660,4.5,882
2661,4.5,2661
2662,4.5,212
2663,4.5,85
2664,4.5,957
2665,4.5,2665
2666,4.5,66
2667,4.5,2667
2668,4.5,2668
2669,4.5,11551
2670,4.5,812
2671,4.5,3119
2672,4.5,2672
2673,4.5,415
2674,4.5,425
2675,4.5,85
2676,4.5,425
2677,4.5,5926
2678,4.5,5343
2679,4.5,415
2680,4.5,1598
2681,4.5,695
2682,4.5,1
2683,4.5,711
2684,4.5,2222
2685,4.5,2943
2686,4.5,2685
2687,4.5,2382
2688,4.5,2688
2689,4.5,1122
2690,4.5,1457
2691,4.5,38
2692,4.5,1217
2693,4.5,2693
2694,4.5,6036
2695,4.5,2695
2696,4.5,1457
2697,4.5,126
2698,4.5,2698
2699,4.5,2699
2700,4.5,487
2701,4.5,1565
2702,4.5,5926
2703,4.5,76
2704,4.5,1602
2705,4.5,695
2706,4.5,85
2707,4.5,69
2708,4.5,177
2709,4.5,711
2710,4.5,2710
2711,4.5,1063
2712,4.5,2712
2713,4.5,695
2714,4.5,1457
2715,4.5,2715
2716,4.5,1229
2717,4.5,2717
2718,4.5,487
2719,4.5,3931
2720,4.5,2719
2721,4.5,76
2722,4.5,13950
2723,4.5,1919
2724,4.5,2421
2725,4.5,812
2726,4.5,540
2727,4.5,212
2728,4.5,522
2729,4.5,2729
2730,4.5,2729
2731,4.5,1596
2732,4.5,376
2733,4.5,376
2734,4.5,1602
2735,4.5,812
2736,4.5,10205
2737,4.5,2737
2738,4.5,1248
2739,4.5,1063
2740,4.5,2740
2741,4.5,2741
2742,4.5,16573
2743,4.5,796
2744,4.5,2743
2745,4.5,2745
2746,4.5,957
2747,4.5,796
2748,4.5,85
2749,4.5,812
2750,4.5,1565
2751,4.5,2751
2752,4.5,2752
2753,4.5,2753
2754,4.5,1552
2755,4.5,1063
2756,4.5,17912
2757,4.5,2756
2758,4.5,910
2759,4.5,2760
2760,4.5,2760
2761,4.5,18975
2762,4.5,18975
2763,4.5,2763
2764,4.5,69
2765,4.5,1399
2766,4.5,31501
2767,4.5,882
2768,4.5,1602
2769,4.5,7645
2770,4.5,2770
2771,4.5,1
2772,4.5,76
2773,4.5,1598
2774,4.5,5926
2775,4.5,2775
2776,4.5,2775
2777,4.5,2777
2778,4.5,2778
2779,4.5,796
2780,4.5,2780
2781,4.5,507
2782,4.5,9183
2783,4.5,2782
2784,4.5,1248
2785,4.5,1248
2786,4.5,1063
2787,4.5,4263
2788,4.5,20
2789,4.5,2421
2790,4.5,66
2791,4.5,957
2792,4.5,415
2793,4.5,2775
2794,4.5,2108
2795,4.5,150
2796,4.5,2135
2797,4.5,212
2798,4.5,2798
2799,4.5,910
2800,4.5,2800
2801,4.5,882
2802,4.5,775
2803,4.5,415
2804,4.5,10378
2805,4.5,1602
2806,4.5,11263
2807,4.5,2421
2808,4.5,1063
2809,4.5,2809
2810,4.5,2810
2811,4.5,957
2812,4.5,728
2813,4.5,2813
2814,4.5,2421
2815,4.5,76
2816,4.5,76
2817,4.5,653
2818,4.5,695
2819,4.5,5374
2820,4.5,1849
2821,4.5,1063
2822,4.5,295
2823,4.5,2823
2824,4.5,711
2825,4.5,957
2826,4.5,1248
2827,4.5,2421
2828,4.5,538
2829,4.5,3861
2830,4.5,2830
2831,4.5,212
2832,4.5,2205
2833,4.5,9288
2834,4.5,2834
2835,4.5,19295
2836,4.5,85
2837,4.5,85
2838,4.5,2838
2839,4.5,2421
2840,4.5,2840
2841,4.5,15775
2842,4.5,1565
2843,4.5,796
2844,4.5,70
2845,4.5,2845
2846,4.5,31807
2847,4.5,3141
2848,4.5,66
2849,4.5,66
2850,4.5,2775
2851,4.5,1602
2852,4.5,76
2853,4.5,212
2854,4.5,212
2855,4.5,85
2856,4.5,2775
2857,4.5,1229
2858,4.5,775
2859,4.5,85
2860,4.5,76
2861,4.5,1063
2862,4.5,425
2863,4.5,425
2864,4.5,150
2865,4.5,695
2866,4.5,425
2867,4.5,177
2868,4.5,2043
2869,4.5,1248
2870,4.5,2870
2871,4.5,2870
2872,4.5,133
2873,4.5,882
2874,4.5,812
2875,4.5,425
2876,4.5,212
2877,4.5,2877
2878,4.5,1248
2879,4.5,2742
2880,4.5,882
2881,4.5,212
2882,4.5,415
2883,4.5,1602
2884,4.5,1
2885,4.5,212
2886,4.5,1122
2887,4.5,415
2888,4.5,421
2889,4.5,474
2890,4.5,212
2891,4.5,957
2892,4.5,3679
2893,4.5,823
2894,4.5,1602
2895,4.5,1602
2896,4.5,400
2897,4.5,2897
2898,4.5,212
2899,4.5,1237
2900,4.5,1
2901,4.5,295
2902,4.5,1063
2903,4.5,1063
2904,4.5,812
2905,4.5,695
2906,4.5,2906
2907,4.5,3141
2908,4.5,1457
2909,4.5,2908
2910,4.5,1248
2911,4.5,2461
2912,4.5,2782
2913,4.5,2782
2914,4.5,1063
2915,4.5,2421
2916,4.5,9727
2917,4.5,1565
2918,4.5,1602
2919,4.5,40033
2920,4.5,40033
2921,4.5,3967
2922,4.5,2922
2923,4.5,2775
2924,4.5,695
2925,4.5,31833
2926,4.5,25726
2927,4.5,1925
2928,4.5,2927
2929,4.5,2929
2930,4.5,2931
2931,4.5,2931
2932,4.5,2932
2933,4.5,882
2934,4.5,2935
2935,4.5,3870
2936,4.5,1217
2937,4.5,957
2938,4.5,415
2939,4.5,2421
2940,4.5,415
2941,4.5,14406
2942,4.5,7583
2943,4.5,2943
2944,4.5,2943
2945,4.5,12281
2946,4.5,2946
2947,4.5,7037
2948,4.5,2947
2949,4.5,695
2950,4.5,415
2951,4.5,425
2952,4.5,1602
2953,4.5,170
2954,4.5,2943
2955,4.5,3101
2956,4.5,2956
2957,4.5,812
2958,4.5,1237
2959,4.5,8861
2960,4.5,910
2961,4.5,8892
2962,4.5,345
2963,4.5,2963
2964,4.5,2964
2965,4.5,1063
2966,4.5,212
2967,4.5,812
2968,4.5,2968
2969,4.5,16031
2970,4.5,16031
2971,4.5,1598
2972,4.5,910
2973,4.5,695
2974,4.5,2974
2975,4.5,2975
2976,4.5,2976
2977,4.5,487
2978,4.5,76
2979,4.5,28916
2980,4.5,2980
2981,4.5,151
2982,4.5,1724
2983,4.5,1063
2984,4.5,2984
2985,4.5,26259
2986,4.5,1598
2987,4.5,1
2988,4.5,695
2989,4.5,957
2990,4.5,2990
2991,4.5,1418
2992,4.5,695
2993,4.5,2719
2994,4.5,1
2995,4.5,2463
2996,4.5,2996
2997,4.5,1
2998,4.5,3141
2999,4.5,507
3000,4.5,1063
3001,4.5,653
3002,4.5,212
3003,4.5,882
3004,4.5,1122
3005,4.5,1122
3006,4.5,1457
3007,4.5,5919
3008,4.5,6814
3009,4.5,1063
3010,4.5,1063
3011,4.5,85
3012,4.5,85
3013,4.5,3012
3014,4.5,1509
3015,4.5,796
3016,4.5,3016
3017,4.5,2421
3018,4.5,212
3019,4.5,2077
3020,4.5,1248
3021,4.5,1063
3022,4.5,1602
3023,4.5,5784
3024,4.5,3141
3025,4.5,695
3026,4.5,728
3027,4.5,89
3028,4.5,8314
